product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
269,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,Nulla ac enim.,238.19,22.58,toys,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,676,Violet,large,4.8,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,2016-12-11,1.7,918,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,1.1,166,standard,30.97
270,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",147.15,1.35,toys,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,850,Orange,small,5.6,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,2021-05-11,3.7,124,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,2.9,326,standard,35.21
271,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",104.3,10.48,clothing,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,573,Aquamarine,large,4.0,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,2017-05-12,2.6,939,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,3.7,526,free,26.41
272,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,Sed accumsan felis.,424.85,39.01,toys,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,390,Yellow,extra large,3.9,in felis donec semper sapien a libero nam dui proin leo odio,2012-03-03,1.0,185,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,2.0,241,express,40.67
273,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",208.57,5.36,home decor,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,60,Khaki,medium,4.4,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,2010-11-10,2.9,887,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2.3,418,free,26.79
274,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",336.24,0.46,beauty,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,618,Teal,large,9.7,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,2013-07-31,3.8,655,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,1.8,155,standard,5.02
275,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",617.54,39.23,beauty,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,656,Indigo,extra large,2.5,cursus urna ut tellus nulla ut erat id mauris vulputate elementum,2019-05-14,1.2,428,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,4.0,816,express,20.84
276,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",923.81,15.33,toys,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,979,Blue,medium,9.8,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,2022-11-08,4.7,1,quisque ut erat curabitur gravida nisi at nibh in hac habitasse,1.7,228,free,22.62
277,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,64.04,21.58,beauty,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,478,Blue,medium,6.8,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,2019-04-01,2.6,784,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,3.1,140,standard,9.18
278,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,"In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",369.89,45.58,clothing,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,349,Teal,small,7.8,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,2016-11-14,3.8,140,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,1.1,488,free,6.24
279,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",222.65,47.96,beauty,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,417,Yellow,extra large,4.0,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,2017-05-05,1.1,881,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,3.2,517,standard,12.92
280,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",718.12,0.94,beauty,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,212,Turquoise,small,1.6,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,2017-03-20,4.2,232,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,5.0,947,standard,42.17
281,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",356.0,45.91,home decor,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,342,Blue,extra large,4.1,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,2014-06-27,2.6,293,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,2.7,198,free,35.59
282,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",123.84,27.1,home decor,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,660,Yellow,extra large,0.3,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,2011-10-13,1.0,869,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,4.5,176,express,24.17
283,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",764.78,6.83,clothing,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,351,Maroon,extra large,3.5,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,2015-10-14,4.8,748,quam sapien varius ut blandit non interdum in ante vestibulum ante,2.6,599,free,11.3
284,odio condimentum id luctus nec molestie sed justo pellentesque viverra,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",849.36,29.99,beauty,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,395,Aquamarine,medium,3.0,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,2012-10-01,2.3,79,volutpat eleifend donec ut dolor morbi vel lectus in quam,2.2,30,express,38.9
285,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",803.64,44.9,electronics,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,292,Green,extra large,2.4,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,2011-12-14,2.6,543,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,1.3,318,express,19.27
286,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",904.9,15.51,clothing,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,542,Pink,extra large,5.5,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,2011-06-13,2.0,675,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,4.9,519,free,12.73
287,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,69.73,43.55,toys,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,366,Maroon,medium,5.3,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,2020-02-27,3.7,432,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,3.6,262,express,47.29
288,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",510.43,19.73,home decor,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,405,Orange,medium,6.3,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,2019-08-04,2.4,729,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,3.7,589,express,26.99
289,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",396.94,14.3,toys,dui vel sem sed sagittis nam congue risus semper porta volutpat,782,Crimson,small,2.1,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,2014-01-08,3.2,170,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,1.8,552,express,15.91
290,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",156.08,9.35,clothing,blandit mi in porttitor pede justo eu massa donec dapibus,739,Green,medium,0.1,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,2013-12-12,2.5,709,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum,4.3,818,standard,12.32
